,Artist,Position,Streams,Track Name,Week,acousticness,album,artist_top_genre,danceability,energy,instrumentalness,length,liveness,loudness,popularity,release_date,speechiness,tempo,time_signature
4422,Becky Hill,23.0,1178075.0,Better Off Without You (feat. Shift K3Y),2020-03-13--2020-03-20,0.0566,Better Off Without You (feat. Shift K3Y),dance pop,0.682,0.855,1e-06,198742.0,0.101,-3.282,72.0,2020-01-10,0.0401,124.004,4.0
4423,Lady Gaga,24.0,1113458.0,Stupid Love,2020-03-13--2020-03-20,0.00146,Stupid Love,dance pop,0.676,0.815,0.00041,193530.0,0.275,-4.294,44.0,2020-02-28,0.0625,117.973,4.0
4424,Mabel,25.0,1109449.0,Boyfriend,2020-03-13--2020-03-20,0.0569,High Expectations,dance pop,0.795,0.848,0.0,225706.0,0.0586,-3.128,35.0,2019-08-02,0.0543,99.981,4.0
4425,Trevor Daniel,26.0,1074015.0,Falling,2020-03-13--2020-03-20,0.123,Falling,alternative r&b,0.785,0.431,0.0,159381.0,0.0887,-8.756,86.0,2018-10-05,0.0364,127.085,4.0
4426,Camila Cabello,27.0,1061797.0,My Oh My (feat. DaBaby),2020-03-13--2020-03-20,0.018,Romance,dance pop,0.724,0.491,1.29e-05,170746.0,0.0887,-6.024,81.0,2019-12-06,0.0296,105.046,4.0
4427,Billie Eilish,28.0,1053264.0,everything i wanted,2020-03-13--2020-03-20,0.902,everything i wanted,electropop,0.704,0.225,0.657,245425.0,0.106,-14.454,87.0,2019-11-13,0.0994,120.006,4.0
4428,Post Malone,29.0,1049885.0,Circles,2020-03-13--2020-03-20,0.192,Hollywood's Bleeding,dfw rap,0.695,0.762,0.00244,215280.0,0.0863,-3.497,89.0,2019-09-06,0.0395,120.042,4.0
4429,24kGoldn,30.0,1045943.0,CITY OF ANGELS,2020-03-13--2020-03-20,0.042,DROPPED OUTTA COLLEGE,cali rap,0.686,0.541,0.0,112493.0,0.0675,-4.993,81.0,2019-11-22,0.0493,120.082,4.0
4430,Lewis Capaldi,31.0,1041484.0,Bruises,2020-03-13--2020-03-20,0.946,Divinely Uninspired To A Hellish Extent,pop,0.736,0.308,0.0,220492.0,0.186,-7.83,84.0,2019-05-17,0.0677,111.202,4.0
4431,Harry Styles,32.0,995110.0,Falling,2020-03-13--2020-03-20,0.839,Fine Line,pop,0.567,0.267,1.46e-06,240133.0,0.089,-6.502,87.0,2019-12-13,0.0299,110.011,4.0
4432,Sam Smith,33.0,939709.0,To Die For,2020-03-13--2020-03-20,0.832,To Die For,pop,0.483,0.361,4.66e-06,193795.0,0.098,-7.889,78.0,2020-02-14,0.0738,171.649,4.0
4433,Billie Eilish,34.0,937104.0,bad guy,2020-03-13--2020-03-20,0.328,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",electropop,0.701,0.425,0.13,194087.0,0.1,-10.965,88.0,2019-03-29,0.375,135.128,4.0
4434,Surfaces,35.0,934229.0,Sunday Best,2020-03-13--2020-03-20,0.183,Where the Light Is,bedroom soul,0.878,0.525,0.0,158571.0,0.0714,-6.832,86.0,2019-01-06,0.0578,112.022,4.0
4435,Jonas Brothers,36.0,876085.0,What A Man Gotta Do,2020-03-13--2020-03-20,0.00839,What A Man Gotta Do,boy band,0.852,0.698,1.03e-06,180644.0,0.0773,-7.206,82.0,2020-01-17,0.0629,113.039,4.0
4436,J Hus,37.0,866392.0,Play Play (feat. Burna Boy),2020-03-13--2020-03-20,0.275,Big Conspiracy,afroswing,0.763,0.704,0.0,205640.0,0.108,-4.818,68.0,2020-01-24,0.308,90.005,4.0
4437,Niall Horan,38.0,864193.0,No Judgement,2020-03-13--2020-03-20,0.0564,Heartbreak Weather,dance pop,0.723,0.726,0.000126,176283.0,0.057,-3.835,70.0,2020-03-13,0.0472,100.051,4.0
4438,Dave,39.0,854432.0,Location (feat. Burna Boy),2020-03-13--2020-03-20,0.271,PSYCHODRAMA,uk hip hop,0.812,0.496,0.0,241293.0,0.0955,-5.969,76.0,2019-03-08,0.297,109.979,4.0
4439,Khalid,40.0,847938.0,Know Your Worth,2020-03-13--2020-03-20,0.145,Know Your Worth,alternative r&b,0.79,0.694,0.00252,181436.0,0.281,-7.726,82.0,2020-02-04,0.0708,103.007,4.0
4440,Octavian,41.0,838487.0,Papi Chulo,2020-03-13--2020-03-20,0.185,Papi Chulo,afroswing,0.866,0.563,0.0,161667.0,0.0889,-6.964,78.0,2020-03-13,0.108,127.954,4.0
